Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cancellation Date,Enrollment Date,Cancelled Before Cutoff,Enrolled After Cutoff,Promotion Customer,Tenure,Total Flights in Lifetime,Total Distance,Net Reward Points,Redeem Ratio,Months Since Last Flight,Flights in last 3 months,Flights in last 6 months,Engagement Score,Cancelled In Label Window,Churn,churn_risk_score,churn_risk_tier,segment,segment_name
338838,canada,new brunswick,moncton,e1a 2a7,female,college,73455.0,single,nova,3136.08,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,26,38618,38067.0,0.014,1,5,5,0.1568362165052688,False,0,0.2326800313752646,Low Risk,1,"Champions (high flights, low churn)"
413115,canada,quebec,tremblant,h5y 2s9,male,college,73455.0,single,nova,3136.08,standard,2012,10,0.0,0.0,,2012-10-01,False,False,0,68,37,47451,46425.0,0.022,0,10,16,0.3663100765545765,False,0,0.1248897279142055,Low Risk,1,"Champions (high flights, low churn)"
588789,canada,ontario,toronto,p1l 8x8,female,bachelor,75551.0,married,nova,3136.7,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,31,47676,46139.0,0.032,0,5,8,0.1614088672599323,False,0,0.2490922380158467,Low Risk,1,"Champions (high flights, low churn)"
686044,canada,british columbia,vancouver,v5r 1w3,female,bachelor,75551.0,married,nova,3136.7,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,32,53940,53587.0,0.007,1,3,4,0.2491747021485293,False,0,0.1766809535865167,Low Risk,1,"Champions (high flights, low churn)"
820341,canada,quebec,hull,j8y 3z5,male,bachelor,54720.0,married,nova,3139.17,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,26,35892,34929.0,0.027,3,0,2,0.2534794216044428,False,0,0.2137711623137374,Low Risk,1,"Champions (high flights, low churn)"
149655,canada,british columbia,whistler,v6t 1y8,male,bachelor,63737.0,married,nova,3141.25,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,13,15519,15519.0,0.0,0,5,8,0.103990404331857,False,0,0.3264628293227957,Medium Risk,2,Occasional / Higher Churn Risk
893574,canada,newfoundland,st. john's,a1c 6h9,male,bachelor,49482.0,married,nova,3141.33,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,10,10240,10240.0,0.0,0,4,6,0.0887519457721929,False,0,0.2901274096513725,Low Risk,2,Occasional / Higher Churn Risk
192115,canada,new brunswick,moncton,e1a 2a7,female,bachelor,63580.0,single,nova,3142.74,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,17,25078,24173.0,0.036,0,9,13,0.2921358052089995,False,0,0.2110010655875287,Low Risk,0,Engaged / Mid-Tier Loyalty
570971,canada,quebec,tremblant,h5y 2s9,female,bachelor,63580.0,single,nova,3142.74,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,4,4028,4028.0,0.0,1,1,4,0.0491344918752053,False,0,0.3415318480027568,Medium Risk,2,Occasional / Higher Churn Risk
548682,canada,nova scotia,halifax,b3c 2m8,female,bachelor,75891.0,married,nova,3142.81,standard,2017,2,0.0,0.0,,2017-02-01,False,False,0,16,41,47973,47533.0,0.009,0,6,8,0.1297002467551739,False,0,0.2299003872218298,Low Risk,1,"Champions (high flights, low churn)"
692856,canada,british columbia,whistler,v6t 1y8,female,bachelor,48096.0,married,star,10861.52,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,1,1589,2383.5,0.0,3,0,1,0.0459354285834685,False,0,0.319662786078717,Medium Risk,2,Occasional / Higher Churn Risk
962657,canada,quebec,montreal,h2t 9k8,male,college,73455.0,divorced,nova,3142.88,standard,2017,4,0.0,0.0,,2017-04-01,False,False,0,14,25,40245,40245.0,0.0,2,2,2,0.0717928097732038,False,0,0.2057744902184255,Low Risk,1,"Champions (high flights, low churn)"
139511,canada,ontario,london,m5b 3e4,male,bachelor,70018.0,married,nova,3145.46,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,24,35698,35698.0,0.0,1,5,8,0.3033276542854876,False,0,0.1136396299803031,Low Risk,2,Occasional / Higher Churn Risk
922000,canada,quebec,quebec city,g1b 3l5,female,bachelor,52461.0,single,nova,3146.04,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,27,39814,39335.0,0.012,2,2,2,0.1157214305896542,False,0,0.195508457231746,Low Risk,1,"Champions (high flights, low churn)"
533391,canada,ontario,toronto,p1j 8t7,female,bachelor,53638.0,divorced,nova,3147.97,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,6,9504,9504.0,0.0,0,6,6,0.0827500053633914,False,0,0.5046933416955903,Medium Risk,2,Occasional / Higher Churn Risk
681328,canada,british columbia,vancouver,v5r 1w3,female,bachelor,53638.0,divorced,nova,3147.97,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,6,6634,6634.0,0.0,0,4,4,0.0857251672260213,False,0,0.2935017216784371,Low Risk,2,Occasional / Higher Churn Risk
610684,canada,ontario,kingston,m9k 2p4,male,college,73455.0,married,nova,3148.42,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,25,45317,43709.0,0.035,1,6,7,0.2937344288281183,False,0,0.1453241276378814,Low Risk,1,"Champions (high flights, low churn)"
766775,canada,saskatchewan,regina,s6j 3g0,female,college,73455.0,married,nova,3148.42,standard,2016,6,0.0,0.0,,2016-06-01,False,False,0,24,20,29240,29240.0,0.0,2,2,6,0.12520144571713,False,0,0.2245915736373637,Low Risk,2,Occasional / Higher Churn Risk
327203,canada,quebec,montreal,h2y 2w2,male,bachelor,74504.0,married,nova,3155.91,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,3,3652,3652.0,0.0,3,0,3,0.038838183289313,False,0,0.3925234024018055,Medium Risk,2,Occasional / Higher Churn Risk
570806,canada,british columbia,whistler,v6t 1y8,female,bachelor,74504.0,married,nova,3155.91,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,36,50030,48515.0,0.03,0,5,8,0.1817381164705761,False,0,0.2325214967716296,Low Risk,1,"Champions (high flights, low churn)"
797992,canada,new brunswick,moncton,e1a 2a7,female,bachelor,66046.0,single,nova,3157.55,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0038670658281116,False,0,0.4481793317241119,Medium Risk,4,Dormant / Never Flew
801368,canada,quebec,montreal,h3t 8l4,female,bachelor,74530.0,married,nova,3157.74,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,42,61145,60208.0,0.015,0,10,17,0.3273596194011524,False,0,0.1788648985676304,Low Risk,1,"Champions (high flights, low churn)"
348672,canada,ontario,kingston,m9k 2p4,female,college,73455.0,single,nova,3161.17,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,35,52760,52240.0,0.01,4,0,3,0.2280435218395831,False,0,0.2252152254993679,Low Risk,1,"Champions (high flights, low churn)"
438526,canada,quebec,montreal,h2t 2j6,male,college,73455.0,single,nova,3164.38,standard,2015,2,0.0,0.0,,2015-02-01,False,False,0,40,28,50355,50041.0,0.006,0,6,8,0.2108475524975697,False,0,0.217376908844726,Low Risk,1,"Champions (high flights, low churn)"
502946,canada,british columbia,victoria,v10 6t5,male,college,73455.0,single,nova,3164.38,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,8,12241,12241.0,0.0,2,3,8,0.0762999614282395,False,0,0.4443663321694677,Medium Risk,2,Occasional / Higher Churn Risk
188307,canada,ontario,toronto,p1j 8t7,female,college,73455.0,married,nova,3164.49,standard,2014,4,2018.0,7.0,2018-07-01,2014-04-01,False,False,0,50,30,46287,44850.0,0.031,1,5,8,0.239196891396939,True,1,0.2439321734320076,Low Risk,1,"Champions (high flights, low churn)"
215567,canada,british columbia,vancouver,v1e 4r6,female,college,73455.0,married,nova,3164.49,standard,2015,1,0.0,0.0,,2015-01-01,False,False,0,41,29,43898,43068.0,0.019,0,6,9,0.219128229384543,False,0,0.2414410593351532,Low Risk,1,"Champions (high flights, low churn)"
169418,canada,british columbia,victoria,v10 6t5,female,college,73455.0,married,nova,3173.03,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,3,4594,4594.0,0.0,3,0,3,0.0355123670899661,False,0,0.4181698007065013,Medium Risk,2,Occasional / Higher Churn Risk
546025,canada,british columbia,vancouver,v6e 3z3,female,bachelor,57921.0,single,nova,3176.87,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,33,49542,49542.0,0.0,0,10,13,0.2875402393163417,False,0,0.1998213763485925,Low Risk,1,"Champions (high flights, low churn)"
700096,canada,ontario,toronto,m2m 7k8,female,bachelor,69218.0,married,nova,3184.36,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,27,32964,32018.0,0.029,2,3,4,0.2493210288688938,False,0,0.1985217446263945,Low Risk,1,"Champions (high flights, low churn)"
815804,canada,alberta,edmonton,t9g 1w3,male,bachelor,69218.0,married,nova,3184.36,standard,2016,4,0.0,0.0,,2016-04-01,False,False,0,26,29,36427,36427.0,0.0,1,3,4,0.1276994072472722,False,0,0.1877274339791388,Low Risk,1,"Champions (high flights, low churn)"
205087,canada,quebec,montreal,h2y 2w2,female,college,73455.0,married,nova,3187.35,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,27,42822,41684.0,0.027,3,0,3,0.2551509272455262,False,0,0.1862566761141946,Low Risk,1,"Champions (high flights, low churn)"
979634,canada,manitoba,winnipeg,r2c 0m5,female,college,73455.0,married,nova,3187.35,standard,2015,8,2018.0,9.0,2018-09-01,2015-08-01,False,False,0,34,33,55022,54154.0,0.016,1,3,4,0.1547356142343053,True,1,0.2745394007036786,Low Risk,1,"Champions (high flights, low churn)"
546231,canada,quebec,montreal,h4g 3t4,male,bachelor,91238.0,married,nova,3188.53,standard,2015,10,0.0,0.0,,2015-10-01,False,False,0,32,21,37034,37034.0,0.0,3,0,5,0.1365800932962459,False,0,0.1925363950951208,Low Risk,2,Occasional / Higher Churn Risk
990918,canada,manitoba,winnipeg,r6y 4t5,male,bachelor,91238.0,married,nova,3188.53,standard,2016,8,0.0,0.0,,2016-08-01,False,False,0,22,28,52732,51111.0,0.031,0,8,15,0.1952941782251646,False,0,0.2208775573461149,Low Risk,1,"Champions (high flights, low churn)"
967772,canada,british columbia,vancouver,v1e 4r6,female,college,73455.0,single,nova,3189.67,standard,2013,10,0.0,0.0,,2013-10-01,False,False,0,56,31,34546,34150.0,0.011,0,9,13,0.3057934041817388,False,0,0.1721792705513201,Low Risk,1,"Champions (high flights, low churn)"
286718,canada,ontario,thunder bay,k8t 5m5,female,bachelor,90871.0,married,nova,3193.16,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,14,18142,17724.0,0.023,0,6,6,0.0997806405304253,False,0,0.3146280348401105,Medium Risk,2,Occasional / Higher Churn Risk
949134,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,100256.0,married,nova,3193.82,standard,2013,6,0.0,0.0,,2013-06-01,False,False,0,60,42,69603,69132.0,0.007,0,6,12,0.2981133505009136,False,0,0.196618795548882,Low Risk,1,"Champions (high flights, low churn)"
446403,canada,ontario,toronto,p1w 1k4,male,bachelor,77872.0,married,nova,3196.58,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,21,25780,25326.0,0.018,0,7,12,0.3474755258377646,False,0,0.1544983781152793,Low Risk,2,Occasional / Higher Churn Risk
822066,canada,british columbia,whistler,v6t 1y8,male,college,73455.0,single,nova,3199.7,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,9,14569,14569.0,0.0,0,2,5,0.0664028717981976,False,0,0.2922368469224608,Low Risk,2,Occasional / Higher Churn Risk
375757,canada,british columbia,whistler,v6t 1y8,male,college,73455.0,married,nova,3199.75,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,33,44251,42779.0,0.033,0,6,10,0.2511654731790992,False,0,0.2242549272699465,Low Risk,1,"Champions (high flights, low churn)"
652816,canada,british columbia,vancouver,v6e 3d9,male,bachelor,89557.0,married,nova,3199.82,standard,2014,1,0.0,0.0,,2014-01-01,False,False,0,53,32,52013,50864.0,0.022,1,2,8,0.2331361496046543,False,0,0.218677365433095,Low Risk,1,"Champions (high flights, low churn)"
503673,canada,british columbia,west vancouver,v6v 8z3,female,bachelor,81936.0,married,nova,3203.3,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,21,28071,28071.0,0.0,0,3,8,0.1507437787436797,False,0,0.2077622597000371,Low Risk,2,Occasional / Higher Churn Risk
950029,canada,quebec,montreal,h2t 2j6,male,bachelor,81936.0,married,nova,3203.3,standard,2015,1,0.0,0.0,,2015-01-01,False,False,0,41,29,41264,40274.0,0.024,1,2,7,0.1877043326479677,False,0,0.2033433860519184,Low Risk,1,"Champions (high flights, low churn)"
511444,canada,quebec,montreal,h2y 4r4,female,bachelor,49977.0,married,nova,3207.47,standard,2016,2,0.0,0.0,,2016-02-01,False,False,0,28,22,25390,24862.0,0.021,2,2,4,0.1290923341965842,False,0,0.2112008270351028,Low Risk,2,Occasional / Higher Churn Risk
818995,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,70226.0,married,nova,3208.23,standard,2014,11,0.0,0.0,,2014-11-01,False,False,0,43,31,37176,37176.0,0.0,0,5,6,0.2058786126347351,False,0,0.2072347138706617,Low Risk,1,"Champions (high flights, low churn)"
257981,canada,british columbia,whistler,v6t 1y8,female,bachelor,61275.0,married,nova,3208.92,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,26,46957,45177.0,0.038,1,2,3,0.2390596900972052,False,0,0.2108218509632691,Low Risk,1,"Champions (high flights, low churn)"
203293,canada,british columbia,vancouver,v1e 4r6,male,bachelor,89345.0,divorced,nova,3209.66,standard,2013,9,0.0,0.0,,2013-09-01,False,False,0,57,20,31161,31161.0,0.0,1,2,3,0.2221700701686593,False,0,0.209050433333196,Low Risk,2,Occasional / Higher Churn Risk
281305,canada,ontario,sudbury,m5v 1g5,male,high school or below,67765.0,divorced,nova,3210.14,standard,2013,6,0.0,0.0,,2013-06-01,False,False,0,60,20,29634,28384.0,0.042,0,5,6,0.2633169091887768,False,0,0.1952281495418318,Low Risk,0,Engaged / Mid-Tier Loyalty
136232,canada,ontario,ottawa,k1f 2r2,male,college,73455.0,divorced,nova,3210.42,standard,2014,11,0.0,0.0,,2014-11-01,False,False,0,43,24,40487,40487.0,0.0,3,0,5,0.1738094625903589,False,0,0.192985513329045,Low Risk,1,"Champions (high flights, low churn)"
348475,canada,ontario,toronto,m1r 4k3,female,doctor,126281.0,divorced,nova,3211.07,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,32,39915,37910.0,0.05,1,3,10,0.2281391234950076,False,0,0.2005866206241767,Low Risk,0,Engaged / Mid-Tier Loyalty
919340,canada,ontario,toronto,m2m 6j7,male,bachelor,71409.0,divorced,nova,3214.98,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,17,19557,19163.0,0.02,0,6,7,0.1621820259636707,False,0,0.3430196489520702,Medium Risk,2,Occasional / Higher Churn Risk
974330,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,49608.0,married,nova,3215.2,standard,2013,9,0.0,0.0,,2013-09-01,False,False,0,57,25,47117,45511.0,0.034,0,4,9,0.2624684091148205,False,0,0.1816638436508721,Low Risk,1,"Champions (high flights, low churn)"
895544,canada,ontario,toronto,m8y 4k8,male,bachelor,82234.0,married,nova,3218.61,standard,2012,10,0.0,0.0,,2012-10-01,False,False,0,68,25,44762,44762.0,0.0,0,9,12,0.3415208361261181,False,0,0.1150742633903572,Low Risk,1,"Champions (high flights, low churn)"
272893,canada,ontario,kingston,m9k 2p4,female,bachelor,65488.0,married,nova,3219.15,standard,2016,6,0.0,0.0,,2016-06-01,False,False,0,24,33,59493,59493.0,0.0,0,8,12,0.1874390627879722,False,0,0.2135709353394258,Low Risk,1,"Champions (high flights, low churn)"
835149,canada,yukon,whitehorse,y2k 6r0,female,bachelor,65488.0,married,nova,3219.15,standard,2017,7,0.0,0.0,,2017-07-01,False,False,0,11,17,31750,31750.0,0.0,0,8,9,0.1288142615161121,False,0,0.2353599071614221,Low Risk,2,Occasional / Higher Churn Risk
563094,canada,british columbia,vancouver,v6e 3d9,female,college,73455.0,single,star,11003.54,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,20,26660,39990.0,0.0,1,20,20,0.2414476116517705,False,0,0.5320211255886693,Medium Risk,2,Occasional / Higher Churn Risk
999120,canada,quebec,montreal,h3t 8l4,female,bachelor,88897.0,married,nova,3221.79,standard,2016,4,0.0,0.0,,2016-04-01,False,False,0,26,27,34055,34055.0,0.0,0,2,5,0.1272815037851068,False,0,0.1853788646325984,Low Risk,2,Occasional / Higher Churn Risk
521431,canada,new brunswick,fredericton,e3b 2h2,female,college,73455.0,single,nova,3223.22,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,36,51752,50984.0,0.015,0,13,19,0.4009662241470765,False,0,0.1208700713365269,Low Risk,1,"Champions (high flights, low churn)"
522261,canada,british columbia,vancouver,v6e 3z3,male,bachelor,53571.0,married,nova,3225.4,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,23,39851,39350.0,0.013,3,0,5,0.0792608599024168,False,0,0.2258328907867929,Low Risk,1,"Champions (high flights, low churn)"
454609,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,99062.0,single,nova,3226.52,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0040788189523989,False,0,0.429841840948128,Medium Risk,4,Dormant / Never Flew
331325,canada,ontario,ottawa,k1f 2r2,male,high school or below,60091.0,divorced,nova,3226.79,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,27,37086,36046.0,0.028,0,5,7,0.1770537729321589,False,0,0.2032831254345766,Low Risk,1,"Champions (high flights, low churn)"
682528,canada,quebec,montreal,h4g 3t4,female,bachelor,92826.0,married,nova,3226.85,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,43,76156,75191.0,0.013,0,14,15,0.3800475517630388,False,0,0.0989406153647441,Low Risk,1,"Champions (high flights, low churn)"
937862,canada,manitoba,winnipeg,r6y 4t5,female,bachelor,92826.0,married,nova,3226.85,standard,2016,7,0.0,0.0,,2016-07-01,False,False,0,23,30,45514,44998.0,0.011,0,10,11,0.1900519295423526,False,0,0.2150763009901957,Low Risk,1,"Champions (high flights, low churn)"
488071,canada,quebec,quebec city,g1b 3l5,female,bachelor,77914.0,divorced,nova,3230.58,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,33,58379,57692.0,0.012,0,10,12,0.3368572341419103,False,0,0.1541451169232184,Low Risk,1,"Champions (high flights, low churn)"
499346,canada,ontario,toronto,p1j 8t7,female,bachelor,77914.0,divorced,nova,3230.58,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0040912840485944,False,0,0.5440887511027244,Medium Risk,4,Dormant / Never Flew
369084,canada,british columbia,dawson creek,u5i 4f1,male,college,73455.0,married,star,11039.32,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,17,24577,36491.5,0.01,0,17,17,0.2105472339707415,False,0,0.4970308506327718,Medium Risk,2,Occasional / Higher Churn Risk
757387,canada,saskatchewan,regina,s1j 3c5,male,bachelor,77914.0,divorced,nova,3230.58,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,18,30463,29878.0,0.019,1,4,8,0.1866677223795085,False,0,0.2331193343801093,Low Risk,2,Occasional / Higher Churn Risk
786391,canada,ontario,toronto,p1l 8x8,male,bachelor,77914.0,divorced,nova,3230.58,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,16,23800,22954.0,0.036,3,0,6,0.2530976433490714,False,0,0.2314416423025002,Low Risk,0,Engaged / Mid-Tier Loyalty
841204,canada,quebec,tremblant,h5y 2s9,male,bachelor,77914.0,divorced,nova,3230.58,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,26,35131,34152.0,0.028,1,7,11,0.2953806552612393,False,0,0.1685003955124708,Low Risk,1,"Champions (high flights, low churn)"
844348,canada,nova scotia,halifax,b3j 9s2,female,bachelor,77914.0,divorced,nova,3230.58,standard,2016,7,0.0,0.0,,2016-07-01,False,False,0,23,25,31043,28999.0,0.066,0,6,6,0.1438144471093534,False,0,0.2205808732287487,Low Risk,0,Engaged / Mid-Tier Loyalty
261964,canada,quebec,montreal,h2t 9k8,female,college,73455.0,single,nova,3233.26,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,29,38571,38571.0,0.0,0,5,11,0.2608706695867767,False,0,0.2109949895030369,Low Risk,1,"Champions (high flights, low churn)"
832983,canada,british columbia,vancouver,v1e 4r6,male,bachelor,87853.0,single,star,13027.42,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,10,8898,13347.0,0.0,0,10,10,0.1510506928252891,False,0,0.5729154653579637,Medium Risk,2,Occasional / Higher Churn Risk
790341,canada,quebec,montreal,h2y 2w2,female,doctor,274634.0,divorced,nova,3237.5,standard,2016,12,0.0,0.0,,2016-12-01,False,False,0,18,35,45190,43727.0,0.032,0,8,8,0.147617287930986,False,0,0.2163484934877387,Low Risk,1,"Champions (high flights, low churn)"
910576,canada,ontario,sudbury,m5v 1g5,male,bachelor,75883.0,single,nova,3237.92,standard,2012,6,0.0,0.0,,2012-06-01,False,False,0,72,27,41136,41136.0,0.0,1,4,11,0.3230177617742868,False,0,0.1146290556277794,Low Risk,1,"Champions (high flights, low churn)"
132756,canada,quebec,montreal,h2t 2j6,female,bachelor,75990.0,married,nova,3238.0,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,17,23440,23440.0,0.0,0,7,11,0.1298628957585734,False,0,0.2473951766559579,Low Risk,2,Occasional / Higher Churn Risk
246800,canada,quebec,montreal,h4g 3t4,male,bachelor,75990.0,married,nova,3238.0,standard,2016,4,0.0,0.0,,2016-04-01,False,False,0,26,19,36134,36134.0,0.0,1,5,8,0.1583415022422949,False,0,0.1858545343174396,Low Risk,2,Occasional / Higher Churn Risk
375722,canada,british columbia,victoria,v10 6t5,male,bachelor,75990.0,married,nova,3238.0,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,22,40083,38256.0,0.046,0,5,8,0.2022604211612139,False,0,0.2257377730955393,Low Risk,0,Engaged / Mid-Tier Loyalty
